age,fnlwgt,marital_status,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,age_group,capital_net,has_capital_gain,has_capital_loss,income_binary,source,relationship_binary,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,race_White,education_level_encoded
35,56352,0,Other-service,1,0,0,40,Puerto-Rico,26-35,0,0,0,0,train,1,False,False,False,False,True,1
41,147372,0,Adm-clerical,1,0,0,48,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,4
30,188146,0,Machine-op-inspct,1,5013,0,40,United-States,26-35,5013,1,0,0,train,1,False,False,False,False,True,4
30,59496,0,Sales,1,2407,0,40,United-States,26-35,2407,1,0,0,train,1,False,False,False,False,True,0
32,293936,2,Prof-specialty,1,0,0,40,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,5
48,149640,0,Transport-moving,1,0,0,40,United-States,46-55,0,0,0,0,train,1,False,False,False,False,True,4
42,116632,0,Prof-specialty,1,0,0,45,United-States,36-45,0,0,0,1,train,1,False,False,False,False,True,3
29,105598,2,Tech-support,1,0,0,58,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,1
36,155537,0,Craft-repair,1,0,0,40,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,4
28,183175,2,Adm-clerical,0,0,0,40,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,1
53,169846,0,Adm-clerical,0,0,0,40,United-States,46-55,0,0,0,1,train,1,False,False,False,False,True,4
49,191681,0,Exec-managerial,1,0,0,50,United-States,46-55,0,0,0,1,train,1,False,False,False,False,True,1
25,200681,1,Prof-specialty,1,0,0,40,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,1
19,101509,1,Prof-specialty,1,0,0,32,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,1
31,309974,2,Sales,0,0,0,40,United-States,26-35,0,0,0,0,train,1,False,False,True,False,False,0
29,162298,0,Sales,1,0,0,70,United-States,26-35,0,0,0,1,train,1,False,False,False,False,True,0
23,211678,1,Machine-op-inspct,1,0,0,40,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,1
79,124744,0,Prof-specialty,1,0,0,20,United-States,65+,0,0,0,0,train,1,False,False,False,False,True,1
27,213921,1,Other-service,1,0,0,40,Mexico,26-35,0,0,0,0,train,1,False,False,False,False,True,4
40,32214,0,Adm-clerical,1,0,0,40,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,1
67,212759,0,Prof-specialty,1,0,0,2,United-States,65+,0,0,0,0,train,1,False,False,False,False,True,4
18,309634,1,Other-service,0,0,0,22,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,4
31,125927,0,Farming-fishing,1,0,0,40,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,5
18,446839,1,Sales,1,0,0,30,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,4
52,276515,0,Other-service,1,0,0,40,Cuba,46-55,0,0,0,0,train,1,False,False,False,False,True,0
46,51618,0,Other-service,0,0,0,40,United-States,46-55,0,0,0,0,train,1,False,False,False,False,True,4
59,159937,0,Sales,1,0,0,48,United-States,56-65,0,0,0,0,train,1,False,False,False,False,True,4
44,343591,2,Craft-repair,0,14344,0,40,United-States,36-45,14344,1,0,1,train,0,False,False,False,False,True,4
53,346253,2,Sales,0,0,0,35,United-States,46-55,0,0,0,0,train,1,False,False,False,False,True,4
49,268234,0,Protective-serv,1,0,0,40,United-States,46-55,0,0,0,1,train,1,False,False,False,False,True,4
33,202051,0,Prof-specialty,1,0,0,50,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,3
30,54334,1,Sales,1,0,0,40,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,4
43,410867,1,Prof-specialty,0,0,0,50,United-States,36-45,0,0,0,1,train,0,False,False,False,False,True,3
57,249977,0,Prof-specialty,1,0,0,40,United-States,56-65,0,0,0,0,train,1,False,False,False,False,True,1
37,286730,2,Craft-repair,0,0,0,40,United-States,36-45,0,0,0,0,train,0,False,False,False,False,True,1
28,212563,2,Machine-op-inspct,0,0,0,25,United-States,26-35,0,0,0,0,train,0,False,False,True,False,False,1
30,117747,0,Sales,0,0,1573,35,United-States,26-35,-1573,0,1,0,train,1,False,True,False,False,False,4
34,226296,0,Protective-serv,1,0,0,40,United-States,26-35,0,0,0,1,train,1,False,False,False,False,True,0
29,115585,1,Handlers-cleaners,1,0,0,50,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,1
48,191277,0,Prof-specialty,1,0,1902,60,United-States,46-55,-1902,0,1,1,train,1,False,False,False,False,True,3
37,202683,0,Sales,1,0,0,48,United-States,36-45,0,0,0,1,train,1,False,False,False,False,True,1
48,171095,2,Exec-managerial,0,0,0,40,England,46-55,0,0,0,0,train,0,False,False,False,False,True,1
32,249409,1,Other-service,1,0,0,40,United-States,26-35,0,0,0,0,train,1,False,False,True,False,False,4
76,124191,0,Exec-managerial,1,0,0,40,United-States,65+,0,0,0,1,train,1,False,False,False,False,True,3
44,198282,0,Exec-managerial,1,15024,0,60,United-States,36-45,15024,1,0,1,train,1,False,False,False,False,True,0
47,149116,1,Prof-specialty,0,0,0,50,United-States,46-55,0,0,0,0,train,0,False,False,False,False,True,3
20,188300,1,Tech-support,0,0,0,40,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,1
29,103432,1,Craft-repair,1,0,0,40,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,4
32,317660,0,Craft-repair,1,7688,0,40,United-States,26-35,7688,1,0,1,train,1,False,False,False,False,True,4
17,304873,1,Prof-specialty,0,34095,0,32,United-States,18-25,34095,1,0,0,train,1,False,False,False,False,True,4
30,194901,1,Handlers-cleaners,1,0,0,40,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,4
31,189265,1,Adm-clerical,0,0,0,40,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,4
42,124692,0,Handlers-cleaners,1,0,0,40,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,4
24,432376,1,Sales,1,0,0,40,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
38,65324,0,Prof-specialty,1,0,0,40,United-States,36-45,0,0,0,1,train,1,False,False,False,False,True,3
56,335605,0,Other-service,1,0,1887,50,Canada,56-65,-1887,0,1,1,train,1,False,False,False,False,True,4
28,377869,0,Sales,0,4064,0,25,United-States,26-35,4064,1,0,0,train,1,False,False,False,False,True,1
36,102864,1,Machine-op-inspct,0,0,0,40,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,4
53,95647,0,Handlers-cleaners,1,0,0,50,United-States,46-55,0,0,0,0,train,1,False,False,False,False,True,4
56,303090,0,Sales,1,0,0,50,United-States,56-65,0,0,0,0,train,1,False,False,False,False,True,1
49,197371,0,Craft-repair,1,0,0,40,United-States,46-55,0,0,0,1,train,1,False,False,True,False,False,1
55,247552,0,Sales,1,0,0,56,United-States,46-55,0,0,0,0,train,1,False,False,False,False,True,1
22,102632,1,Craft-repair,1,0,0,41,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,4
21,199915,1,Other-service,0,0,0,40,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,1
40,118853,0,Exec-managerial,1,0,0,60,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,0
30,77143,1,Exec-managerial,1,0,0,40,Germany,26-35,0,0,0,0,train,1,False,False,True,False,False,0
29,267989,0,Prof-specialty,1,0,0,50,United-States,26-35,0,0,0,1,train,1,False,False,False,False,True,0
19,301606,1,Other-service,1,0,0,35,United-States,18-25,0,0,0,0,train,1,False,False,True,False,False,1
47,287828,0,Exec-managerial,0,0,0,40,United-States,46-55,0,0,0,1,train,1,False,False,False,False,True,0
20,111697,1,Adm-clerical,0,0,1719,28,United-States,18-25,-1719,0,1,0,train,1,False,False,False,False,True,1
31,114937,0,Adm-clerical,1,0,0,40,United-States,26-35,0,0,0,1,train,1,False,False,False,False,True,1
35,129305,0,Prof-specialty,1,0,0,40,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,4
39,365739,2,Craft-repair,1,0,0,40,United-States,36-45,0,0,0,0,train,0,False,False,False,False,True,1
28,69621,1,Sales,0,0,0,60,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,1
24,43323,1,Other-service,0,0,1762,40,United-States,18-25,-1762,0,1,0,train,0,False,False,False,False,True,4
38,120985,0,Craft-repair,1,4386,0,35,United-States,36-45,4386,1,0,0,train,1,False,False,False,False,True,4
37,254202,0,Sales,1,0,0,50,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,0
46,146195,2,Tech-support,0,0,0,36,United-States,46-55,0,0,0,0,train,0,False,False,True,False,False,1
38,125933,0,Prof-specialty,1,0,0,40,Iran,36-45,0,0,0,1,train,1,False,False,False,False,True,3
43,56920,0,Craft-repair,1,0,0,60,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,4
27,163127,0,Adm-clerical,0,0,0,35,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,1
20,34310,1,Sales,1,0,0,20,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,1
49,81973,0,Craft-repair,1,0,0,40,United-States,46-55,0,0,0,1,train,1,False,True,False,False,False,1
61,66614,0,Craft-repair,1,0,0,40,United-States,56-65,0,0,0,0,train,1,False,False,False,False,True,4
27,232782,1,Sales,0,0,0,40,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,1
19,316868,1,Other-service,1,0,0,30,Mexico,18-25,0,0,0,0,train,1,False,False,False,False,True,1
45,196584,1,Prof-specialty,0,0,1564,40,United-States,36-45,-1564,0,1,1,train,0,False,False,False,False,True,1
70,105376,1,Tech-support,1,0,0,40,United-States,65+,0,0,0,0,train,1,False,False,False,False,True,1
31,185814,1,Transport-moving,0,0,0,30,United-States,26-35,0,0,0,0,train,0,False,False,True,False,False,4
22,175374,0,Other-service,1,0,0,24,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,1
36,108293,2,Other-service,0,0,0,24,United-States,36-45,0,0,0,0,train,0,False,False,False,False,True,4
64,181232,0,Craft-repair,1,0,2179,40,United-States,56-65,-2179,0,1,0,train,1,False,False,False,False,True,4
43,174662,2,Prof-specialty,0,0,0,40,United-States,36-45,0,0,0,0,train,0,False,False,False,False,True,1
47,186009,2,Adm-clerical,0,0,0,38,Mexico,46-55,0,0,0,0,train,0,False,False,False,False,True,1
34,198183,1,Adm-clerical,0,0,0,40,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,4
33,163003,1,Exec-managerial,0,0,0,40,Philippines,26-35,0,0,0,0,train,1,False,True,False,False,False,0
21,296158,1,Craft-repair,1,0,0,35,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,4
52,252903,2,Prof-specialty,1,0,0,45,United-States,46-55,0,0,0,1,train,0,False,False,False,False,True,4
48,187715,0,Craft-repair,1,0,0,46,United-States,46-55,0,0,0,0,train,1,False,False,False,False,True,4
23,214542,1,Handlers-cleaners,1,0,0,40,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
71,494223,2,Sales,1,0,1816,2,United-States,65+,-1816,0,1,0,train,0,False,False,True,False,False,1
29,191535,2,Craft-repair,1,0,0,60,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,4
42,228456,2,Other-service,1,0,0,50,United-States,36-45,0,0,0,0,train,1,False,False,True,False,False,0
68,38317,2,Prof-specialty,0,0,0,20,United-States,65+,0,0,0,0,train,0,False,False,False,False,True,2
25,252752,1,Other-service,0,0,0,40,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,4
44,78374,2,Exec-managerial,0,0,0,40,United-States,36-45,0,0,0,0,train,0,False,True,False,False,False,3
28,88419,1,Exec-managerial,0,0,0,40,England,26-35,0,0,0,0,train,0,False,True,False,False,False,4
45,201080,0,Sales,1,0,0,40,United-States,36-45,0,0,0,1,train,1,False,False,False,False,True,3
36,207157,2,Other-service,0,0,0,40,Mexico,36-45,0,0,0,0,train,0,False,False,False,False,True,1
39,235485,1,Exec-managerial,1,0,0,42,United-States,36-45,0,0,0,0,train,0,False,False,False,False,True,1
46,102628,2,Protective-serv,1,0,0,40,United-States,46-55,0,0,0,0,train,0,False,False,False,False,True,3
18,25828,1,Handlers-cleaners,1,0,0,16,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,4
66,54826,2,Prof-specialty,0,0,0,20,United-States,65+,0,0,0,0,train,0,False,False,False,False,True,1
27,124953,1,Other-service,1,0,1980,40,United-States,26-35,-1980,0,1,0,train,0,False,False,False,False,True,4
28,175325,0,Protective-serv,1,0,0,40,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,4
51,96062,0,Sales,1,0,1977,40,United-States,46-55,-1977,0,1,1,train,1,False,False,False,False,True,1
27,428030,1,Craft-repair,1,0,0,50,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
28,149624,0,Prof-specialty,1,0,0,40,United-States,26-35,0,0,0,1,train,1,False,False,False,False,True,0
27,253814,2,Sales,0,0,0,25,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,4
21,312956,1,Craft-repair,1,0,0,40,United-States,18-25,0,0,0,0,train,1,False,False,True,False,False,4
34,483777,1,Handlers-cleaners,1,0,0,40,United-States,26-35,0,0,0,0,train,0,False,False,True,False,False,4
18,183930,1,Other-service,1,0,0,12,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,4
33,37274,0,Prof-specialty,1,0,0,65,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,0
44,181344,0,Exec-managerial,1,0,0,38,United-States,36-45,0,0,0,1,train,1,False,False,True,False,False,1
43,114580,2,Adm-clerical,0,0,0,40,United-States,36-45,0,0,0,0,train,0,False,False,False,False,True,1
30,633742,1,Craft-repair,1,0,0,45,United-States,26-35,0,0,0,0,train,0,False,False,True,False,False,1
40,286370,0,Machine-op-inspct,1,0,0,40,Mexico,36-45,0,0,0,1,train,1,False,False,False,False,True,5
37,29054,0,Adm-clerical,1,0,0,42,United-States,36-45,0,0,0,1,train,1,False,False,False,False,True,1
34,304030,0,Adm-clerical,1,0,0,40,United-States,26-35,0,0,0,0,train,1,False,False,True,False,False,4
41,143129,2,Exec-managerial,0,0,0,40,United-States,36-45,0,0,0,0,train,0,False,False,False,False,True,0
53,135105,2,Prof-specialty,0,0,0,50,United-States,46-55,0,0,0,0,train,0,False,False,False,False,True,0
31,99928,0,Prof-specialty,0,0,0,50,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,3
58,109567,0,Prof-specialty,1,0,0,1,United-States,56-65,0,0,0,1,train,1,False,False,False,False,True,3
38,155222,2,Machine-op-inspct,0,0,0,28,United-States,36-45,0,0,0,0,train,0,False,False,True,False,False,1
24,159567,0,Machine-op-inspct,1,0,0,40,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,1
41,523910,0,Craft-repair,1,0,0,40,United-States,36-45,0,0,0,0,train,1,False,False,True,False,False,0
47,120939,0,Tech-support,1,0,0,45,United-States,46-55,0,0,0,0,train,1,False,False,False,False,True,1
41,130760,0,Tech-support,1,0,0,24,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,0
23,197387,0,Transport-moving,1,0,0,40,Mexico,18-25,0,0,0,0,train,1,False,False,False,False,True,2
36,99374,2,Craft-repair,1,0,0,40,United-States,36-45,0,0,0,0,train,0,False,False,False,False,True,1
40,56795,1,Exec-managerial,0,14084,0,55,United-States,36-45,14084,1,0,1,train,0,False,False,False,False,True,3
35,138992,0,Prof-specialty,1,7298,0,40,United-States,26-35,7298,1,0,1,train,1,False,False,False,False,True,3
24,32921,1,Sales,1,0,0,40,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,4
26,397317,1,Prof-specialty,0,0,1876,40,United-States,26-35,-1876,0,1,0,train,0,False,False,False,False,True,3
19,170653,1,Prof-specialty,1,0,0,40,Italy,18-25,0,0,0,0,train,1,False,False,False,False,True,4
51,259323,0,Exec-managerial,1,0,0,50,United-States,46-55,0,0,0,1,train,1,False,False,False,False,True,0
42,254817,1,Prof-specialty,0,0,1340,40,United-States,36-45,-1340,0,1,0,train,0,False,False,False,False,True,1
37,48211,2,Adm-clerical,0,0,0,35,United-States,36-45,0,0,0,0,train,0,False,False,False,False,True,4
18,140164,1,Sales,0,0,0,40,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,4
36,128757,0,Other-service,1,7298,0,36,United-States,36-45,7298,1,0,1,train,1,False,False,True,False,False,0
35,36270,2,Craft-repair,1,0,0,60,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,4
58,210563,0,Sales,0,15024,0,35,United-States,56-65,15024,1,0,1,train,1,False,False,False,False,True,4
17,65368,1,Sales,0,0,0,12,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,4
44,160943,0,Transport-moving,1,0,0,40,United-States,36-45,0,0,0,0,train,1,False,False,True,False,False,4
37,208358,0,Craft-repair,1,0,0,40,United-States,36-45,0,0,0,1,train,1,False,False,False,False,True,4
35,153790,1,Sales,0,0,0,40,United-States,26-35,0,0,0,0,train,0,True,False,False,False,False,1
60,85815,0,Craft-repair,1,0,0,40,United-States,56-65,0,0,0,0,train,1,False,True,False,False,False,4
54,125417,0,Machine-op-inspct,1,0,0,40,United-States,46-55,0,0,0,1,train,1,False,False,False,False,True,5
37,635913,1,Exec-managerial,1,0,0,60,United-States,36-45,0,0,0,1,train,0,False,False,True,False,False,0
50,313321,2,Sales,0,0,0,40,United-States,46-55,0,0,0,0,train,0,False,False,False,False,True,1
38,182609,0,Sales,1,0,0,50,Poland,36-45,0,0,0,0,train,1,False,False,False,False,True,0
45,109434,0,Prof-specialty,1,0,0,55,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,0
25,255004,1,Craft-repair,1,0,0,40,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,4
31,197860,0,Handlers-cleaners,1,0,0,40,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,1
64,187656,2,Prof-specialty,1,0,0,40,United-States,56-65,0,0,0,0,train,0,False,False,False,False,True,2
90,51744,1,Other-service,1,0,2206,40,United-States,65+,-2206,0,1,0,train,0,False,False,True,False,False,4
54,176681,0,Adm-clerical,1,0,0,20,United-States,46-55,0,0,0,0,train,1,False,False,True,False,False,4
53,140359,1,Machine-op-inspct,0,0,0,35,United-States,46-55,0,0,0,0,train,0,False,False,False,False,True,2
18,243313,1,Sales,0,0,0,40,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,4
60,24215,2,Prof-specialty,0,0,0,10,United-States,56-65,0,0,0,0,train,0,True,False,False,False,False,4
66,167687,0,Farming-fishing,1,1409,0,50,United-States,65+,1409,1,0,0,train,1,False,False,False,False,True,4
75,314209,2,Adm-clerical,0,0,0,20,Columbia,65+,0,0,0,0,train,0,False,False,False,False,True,1
65,176796,2,Adm-clerical,0,0,0,40,United-States,56-65,0,0,0,0,train,0,False,False,False,False,True,4
35,538583,2,Transport-moving,1,3674,0,40,United-States,26-35,3674,1,0,0,train,0,False,False,True,False,False,4
41,130408,2,Sales,0,0,0,38,United-States,36-45,0,0,0,0,train,0,False,False,True,False,False,4
25,159732,1,Adm-clerical,1,0,0,42,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,1
33,110978,2,Craft-repair,0,0,0,40,United-States,26-35,0,0,0,0,train,1,False,False,False,True,False,1
28,76714,1,Prof-specialty,1,0,0,55,United-States,26-35,0,0,0,1,train,0,False,False,False,False,True,3
59,268700,0,Other-service,1,0,0,40,United-States,56-65,0,0,0,0,train,1,False,False,False,False,True,4
40,170525,1,Adm-clerical,0,0,0,38,United-States,36-45,0,0,0,0,train,0,False,False,False,False,True,1
41,180138,0,Exec-managerial,1,0,0,50,Iran,36-45,0,0,0,1,train,1,False,False,False,False,True,0
38,115076,0,Exec-managerial,1,0,0,70,United-States,36-45,0,0,0,1,train,1,False,False,False,False,True,3
23,115458,1,Transport-moving,1,0,0,40,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,4
40,347890,0,Prof-specialty,1,0,0,40,United-States,36-45,0,0,0,1,train,1,False,False,False,False,True,0
41,196001,0,Other-service,0,0,0,20,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,4
24,273905,0,Protective-serv,1,0,0,50,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,1
20,119156,1,Prof-specialty,1,0,0,20,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,1
38,179488,2,Craft-repair,1,0,1741,40,United-States,36-45,-1741,0,1,0,train,0,False,False,False,False,True,1
56,203580,0,Adm-clerical,1,0,0,35,United-States,56-65,0,0,0,0,train,1,False,False,False,False,True,4
58,236596,0,Adm-clerical,1,0,0,45,United-States,56-65,0,0,0,1,train,1,False,False,False,False,True,4
32,183916,1,Other-service,0,0,0,34,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,4
40,207578,0,Tech-support,1,0,1977,60,United-States,36-45,-1977,0,1,1,train,1,False,False,False,False,True,1
45,153141,0,Adm-clerical,1,0,0,40,United-States,36-45,0,0,0,0,train,1,False,False,False,False,True,4
41,112763,0,Prof-specialty,0,0,0,40,United-States,36-45,0,0,0,1,train,1,False,False,False,False,True,3
42,390781,0,Adm-clerical,0,0,0,40,United-States,36-45,0,0,0,0,train,1,False,False,True,False,False,0
